Code,Disease_Name,Symptoms,Search_Quality,Core_Terms
ST0K,Abnormal hot and moist temperament associated with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, hot"
ST0L,Abnormal hot and dry temperament associated with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, hot"
ST0M,Abnormal cold and moist temperament associated with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, cold"
ST0N,Abnormal cold and dry temperament associated with substance pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"abnormal, cold"
ST0P,Stable abnormal temperament pattern,"In psychology, abnormality is a behavioral characteristic assigned to those with conditions that are regarded as dysfunctional. (Source: Abnormality (behavior))",Wikipedia match,"stable, abnormal"
ST0Q,Unstable abnormal temperament pattern,"In dynamical systems instability means that some of the outputs or internal states increase with time, without bounds. Not all systems that are not stable are unstable; systems can also be marginally stable or exhibit limit cycle behavior. (Source: Instability)",Wikipedia match,"unstable, abnormal"
ST0R,Thickening of moisture pattern,"A thickening agent or thickener is a substance which can increase the viscosity of a liquid without substantially changing its other properties. Edible thickeners are commonly used to thicken sauces, soups, and puddings without altering their taste; thickeners are also used in paints, inks, explosives, and cosmetics. (Source: Thickening agent)",Wikipedia match,"thickening, moisture"
ST0S,Presence of foreign moisture pattern,PubMed findings: Dissecting inequity: global systematic review of trauma clinical guidance.,PubMed match,"presence, foreign"
ST0T,Thinning of moistures pattern,"In agricultural sciences, thinning is the removal of some plants, or parts of plants, to make room for the growth of others. Selective removal of parts of a plant such as branches, buds, or roots is typically known as pruning. (Source: Thinning)",Wikipedia match,"thinning, moistures"
ST0U,Infection of moistures pattern,"An infection is the invasion of tissues by pathogens, their multiplication, and the reaction of host tissues to the infectious agent and the toxins they produce. An infectious disease, also known as a transmissible disease or communicable disease, is an illness resulting from an infection. (Source: Infection)",Wikipedia match,"infection, moistures"
ST0V,Change of temperament of psychic Rūḥ pattern,"In psychology, temperament broadly refers to consistent individual differences in behavior that are biologically based and are relatively independent of learning, system of values and attitudes. (Source: Temperament)",Wikipedia match,"change, temperament"
ST0W,Predominance of hotness pattern,"Predominance is the debut album by the Norwegian thrash metal band Susperia. Produced at the Abyss Studios, it combines thrash metal with black metal. (Source: Predominance)",Wikipedia match,"predominance, hotness"
ST0X,Predominance of coldness pattern,"Predominance is the debut album by the Norwegian thrash metal band Susperia. Produced at the Abyss Studios, it combines thrash metal with black metal. (Source: Predominance)",Wikipedia match,"predominance, coldness"
ST10,Predominance of moistness pattern,"Predominance is the debut album by the Norwegian thrash metal band Susperia. Produced at the Abyss Studios, it combines thrash metal with black metal. (Source: Predominance)",Wikipedia match,"predominance, moistness"
ST11,Predominance of dryness pattern,"Predominance is the debut album by the Norwegian thrash metal band Susperia. Produced at the Abyss Studios, it combines thrash metal with black metal. (Source: Predominance)",Wikipedia match,"predominance, dryness"
ST1Y,body constitution and temperament patterns,"A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"body, constitution"
ST1Z,"Body constitution and temperament patterns (TM2),","A constitution, or supreme law, is the aggregate of fundamental principles or established precedents that constitute the legal basis of a polity, organization or other type of entity, and commonly determines how that entity is to be governed. (Source: Constitution)",Wikipedia match,"body, constitution"
,Varmam and Marmam patterns,"Varma Kalai is an Indian traditional art of pressure points. It combines massage, alternative medicine, traditional yoga and martial arts in which the body's pressure points (varmam) are manipulated to heal or cause harm. (Source: Varma kalai)",Wikipedia match,"varmam, marmam"
ST20,Injury pattern in the varmam or marmam,"A pattern is a regularity in the world, in human-made design, or in abstract ideas. There exists countless kinds of unclassified patterns, present in everyday nature, fashion, many artistic areas, as well as a connection with mathematics. A geometric pattern is a type of pattern formed of repeating geometric shapes and typically repeated like a wallpaper design. (Source: Pattern)",Wikipedia match,"injury, pattern"
ST2Y,varmam and Marmam patterns,"Varma Kalai is an Indian traditional art of pressure points. It combines massage, alternative medicine, traditional yoga and martial arts in which the body's pressure points (varmam) are manipulated to heal or cause harm. (Source: Varma kalai)",Wikipedia match,"varmam, marmam"
