Sr No.,NAMC_ID,NAMC_CODE,NAMC_term_DEVANAGARI,System,NAMC_TERM2,Tamil_term,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM,Definition
751,,,,Unani,,,750,F-92.18,قولنج عرضي,Qūlanj ‘Arḍī,Colic associated with other diseases.
752,,,,Unani,,,751,F-93,ايلاؤس,Īlā’ūs,"Severe colicky pain of small intestine caused by its obstruction due to inflammation, dry stool etc. According to Hippocrates the meaning of <em>Īlā’ūs</em> is “God Forbid”. It is an acute and severe condition when the patient has projectile vomiting with gastrointestinal contents. Sometimes it is preceded by <em>Qūlanj</em> and vice versa."
753,,,,Unani,,,752,F-94,/ قبض اعتقال البطن / /حصراحتباس البطن /احتباس الطبيعة /اعتقال الطبيعة /امساك البطن,Qabḍ/I‘tiqāl al-Baṭn/Ḥuṣr/Iḥtibās al-Baṭn/ Iḥtibās al-Ṭabī‘a/I‘tiqāl al-Ṭabī‘a/Imsāk al-Baṭn,"Literal meaning of this word is “to hold”. In this condition as the intestines hold the stool inside them. In medical terms, it is the impairment of functions of large intestine which fail to expel faeces from it."
754,,,,Unani,,,753,F-94.1,/حصر معتادحصر دائمي,Ḥuṣr Mu‘tād/Ḥuṣr Dā’imī,"A state of constipation which persists for a long time and the patient has to use some stimulant e.g. tea, coffee, exercise, etc. for defecation. It is due to the weakness of the expulsive faculty of intestine."
755,,,,Unani,,,754,F-94.2,حصر عرضي,Ḥuṣr ‘Arḍī,"A type of constipation due to other causes e.g. fever, acute diseases, anaemia, melancholia and weakness of nervous system, paralysis, paresis, etc."
756,,,,Unani,,,755,F-95,ديدان الامعاء,Dīdān al-Am‘ā’,"Infestation of worms in the intestines. The intestinal worms are produced as a result of putrefaction of phlegmatic fluids of the intestine. It is of four types: <em>Ḥayyāt</em> (roundworm), <em>Mustadīra</em> (hookworm), <em>Mu‘tariḍa / Ḥabb al-Qar‘</em> (tape worm), <em>Ṣighār</em> (thread worm). <em>Ḥayyāt</em> (roundworm) are found in the upper part of intestine. <em>Mustadīra</em> (hookworm), are found in the caecum, colon. <em>Mu‘tariḍa</em> (tape worm) are found in the caecum. <em>Ṣighār</em> (thread worm) are found in rectum. General symptoms include decreased or increased appetite, tenesmus, irritation of intestine, excessive salivation, grinding of teeth during sleep, nausea after meals, restlessness, heaviness of head, irritative behaviour, delirium, headache, tinnitus, nightmares, breathlessness, epilepsy, colic, syncope, coma, etc."
757,,,,Unani,,,756,F-96,بواسير,Bawāsīr,"A disease of rectum in which there is accumulation of black bile in the venules of rectum to form a polyp like growth in it. According to the shape of polyp, it is divided into seven types:1. <em>Bawāsīr Thūlūlī</em>: Polyps in shape of <em> ‘Adasiya</em> (lentil) or <em>Ḥimmṣiya</em> (gram). 2. <em>Bawāsīr ‘Inabiyya</em>: Shape of the polyps resemble grapes. 3. <em>Bawāsīr Tūtī</em>: The polyps resemble with the shape of mulberry. 4. <em>Bawāsīr Naffākhī</em>: The polyps resemble with the shape of small bubble. 5. <em>Bawāsīr Nakhlī</em>: Vessels of the polyps are spread like the branches and roots of date tree. 6. <em>Bawāsīr Tīnī</em>: Shape of the polyps are flat and round similar to that of fig. 7. <em>Bawāsīr Tamrī</em>: Shape of the polyps are similar to shape of date i.e. long and oval. According to presence or absence of bleeding it is divided into <em>Bawāsīr Dāmiya</em> (bleeding piles) and <em>Bawāsīr ‘Umiyā</em> / <em>Bawāsīr Aṣam</em> (non-bleeding piles)."
758,,,,Unani,,,757,F-97,ريح البواسير,Rīḥ al-Bawāsīr,"A disease in which viscous melancholic gases accumulate in the back of the body, umbilicus and kidneys leading to gastric flatulence, gurgling and pain. Sometimes these gases produce pain and heaviness."
759,,,,Unani,,,758,F-98,قشر البواسير,Qishr al-Bawāsīr,"A type of mucous membrane, covering the rectum which often extends to colon. This layer sometimes gets projected and comes out through the rectum. The only treatment for this condition is the surgical removal of this layer."
760,,,,Unani,,,759,F-99,نواصير غير نافذہ,Nawāṣīr Ghayr Nāfidha,Severe and deep ulcers in and around rectum. These are produced as a result of the boils of rectum. They have only one opening externally on the rectum and create a blind track through which yellow fluid i.e. pus oozes regularly.
761,,,,Unani,,,760,F-100,نواصير نافذہ,Nawāṣīr Nāfidha,Deep and severe ulcers of rectum as a result of boils of rectum which have got two openings i.e. external and internal in the rectum. They form a continuous track from inside to outside. Sometimes faecal matter and gases pass through this track. It is very difficult to treat and the only treatment is surgery.
762,,,,Unani,,,761,F-101,ورم المقعد,Waram al-Maq‘ad,"Inflammation of anal canal secondary to other diseases of anal canal e.g. ulcers, piles, fissures, etc. It is of two types: acute and chronic."
763,,,,Unani,,,762,F-102,شقاق المقعد,Shuqāq al-Maq‘ad,"Elongated ulcers on the anal orifice which result due to passage of hard stool from it, sitting on hard object for a long time, piles and fistula, congestion of the vessels of anal canal, inflammation of anal canal, expulsion of irritant humour through purgation, injury to the anal orifice and external cold environment."
764,,,,Unani,,,763,F-103,استرخاء المقعد,Istirkhā’ al-Maq‘ad,Flaccidity of the anal canal due to paresis and paralysis of sphincter muscles which leads to involuntary expulsion of stool and gas from the anus.
765,,,,Unani,,,764,F-104,خروج المقعد/ خروج المبرز,Khurūj al-Maq‘ad/ Khurūj al-Mabraz,"In this condition, the rectum or a part of rectum protrudes through the anus due to paresis of sphincter muscles and inflammation of the rectal muscles."
766,,,,Unani,,,765,F-105,حكة المقعد,Ḥikka al-Maq‘ad,"A type of pruritus or itching due to thread worm infestation, infiltration of irritant, saline, melancholic humour on rectum or congestion of rectum."
767,,,,Unani,,,766,F-106,قروح المقعد,Qurūḥ al-Maq‘ad,Ulcers of the anal canal caused by external factors like injury and internal factor i.e. irritant humour.
768,,,,Unani,,,767,F-107,مقعد غير مثقوب,Maq‘ad Ghayr Mathqūb,A congenital abnormality in which the patient has no anal opening. The condition may be corrected by immediate surgery.
769,,,,Unani,,,768,F-108,فوهات عروق المقعد,Fūhāt ‘Urūq al-Maq‘ad,"Rupture of the vessels of anal canal leading to haemorrhage without any symptoms of piles. It can be due to congestion of blood or irritant, corrosive humours."
770,,,,Unani,,,769,G,امراض نظام بول,Amrāḍ-i-Niẓām-i-Bawl,Diseases of Urinary System
771,,,,Unani,,,770,G-1,هزال الكلية/ ضمور الكلية,Huzāl al-Kulya/ Ḍumūr al-Kulya,"A reduction in the size of kidneys. The condition is caused due to the hot or cold impaired temperament of kidneys. Due to the hot derangement, the fat over the kidneys gets dissolved and they become weak and their size decreases. If there is cold derangement, the kidney become weak due to the weakened digestive faculties. Sometimes it may be due to excessive sexual indulgence and intake of diuretics or purgatives. In this condition, urine becomes colourless and its quantity increases."
772,,,,Unani,,,771,G-2,ذيابيطس/ دولابيہ/ معطشہ/ دوّاريه/ پرکاریہ,Dhayābīṭus/ Dūlābiya/ Mu‘aṭṭisha/ Dawwāriyya/ Parkāriyya,"According to Unani physician this is a disease in which the expulsive faculty of kidneys becomes strong and they expel maximum water. It is a disease in which patient remains thirsty. The water taken by the patient is expelled out from the body without change or metabolism. It is due to the weakness of kidneys in which the calyces becomes dilated and are unable to hold water i.e. the retaining capacity of the kidneys is reduced. It can also be due to exposure to cold climate or increased intake of cold water. The most common cause is the increase in the innate heat of kidneys either simple, organic which increases the absorption of water from kidneys and thereby its expulsion. It is a debilitating disease in which the condition of patient deteriorates day by day. Liver becomes weak and patient gets emaciated. It is of two types: <em>Dhayābīṭus Ḥārr</em> (diabetes mellitus) and <em>Dhayābīṭus Bārid</em> (diabetes insipidus)."
773,,,,Unani,,,772,G-3,ضعف الكلية,Ḍu‘f al-Kulya,"The inability of the kidneys to perform their normal filtration due to their impaired temperament, atrophy, diseases such as calculus, inflammation, use of diuretics, physical exertion. In this condition, there is decrease in the quantity of urine, with increased frequency, loss of libido, headache and heaviness at the site of kidneys."
774,,,,Unani,,,773,G-4,حصاة ورمل الكلية,Ḥaṣā wa Raml al-Kulya,According to <em>Ibn Sīnā</em> the cause of renal calculus is the retention of viscous humour inside the kidneys and hence their transformation into calculus due to the innate heat of kidneys. According to <em>Ibn Sīnā</em> inflammation and obstruction of kidneys due to their impaired temperament weakens the expulsive faculty of kidneys. As a result there is retention of viscous humours in the kidneys which essentially transforms into calculus.
775,,,,Unani,,,774,G-5,حصاة المثانة,Ḥaṣā al-Mathāna,"Calculi of urinary bladder are caused by viscous humour, hot impaired temperament of urinary bladder due to inflammation and ulcer. These causes are same as in case of renal calculus. It can also be due to the narrowing of the neck of bladder whether congenital or acquired. Patients feel heaviness and pain at the site of bladder, dysuria, anuria, increased frequency of urine. On examination urine will be colourless with sediments at the bottom."
776,,,,Unani,,,775,G-6,ورم المثانة,Waram al-Mathāna,Inflammation of bladder is always acute in nature. Its cause is either blood/sanguine or <em>Mirra Ṣafrā’</em> (bitter yellow bile) or mixture of both. These type of humours cause inflammation either directly or indirectly by their accumulation in the bladder due to previous ulceration by calculi or injury of the bladder.
777,,,,Unani,,,776,G-7,ريح الكلية,Rīḥ al-Kulya,Accumulation of gases in the perinephric region which causes heaviness and distension at the site of kidneys. Sometimes mild migrating pain occurs but subsides after digestion of food.
778,,,,Unani,,,777,G-8,وجع الكلية,Waja‘ al-Kulya,"Pain in the kidneys occurs due to gases, weakness, inflammation, ulcers and calculus and is usually treated accordingly."
779,,,,Unani,,,778,G-9,سدد الكلية,Sudad al-Kulya,"Obstruction in kidneys occurs due to the accumulation of mucilaginous viscous humours or the inflammation. In case of viscous humours patient feels heaviness at the site of kidneys, urine output becomes less. In case of inflammation patient feels pain and fever."
780,,,,Unani,,,779,G-10,ورم الكلية,Waram al-Kulya,"Like other organs, inflammation of kidneys can be of two types; acute and chronic. Acute can be due to the predominance of <em>Dam</em> (blood/sanguine) and <em>Ṣafrā’</em> (yellow bile) chronic can be due to <em>Balgham</em> (phlegm) and <em>Sawdā’</em> (black bile). The inflammation of kidneys can be in the cortical, medullary region or in the renal parenchyma. This can affect one kidney or both or a part of kidney."
781,,,,Unani,,,780,G-10.1,ورم الكلية حار,Waram al-Kulya Ḥārr,"Inflammation of kidneys due to predominance of <em>Dam</em> (blood/sanguine) and <em>Ṣafrā’</em> (yellow bile). It is an acute type of inflammation with severe pain, continuous fever with chills and rigors, delirium, dysuria, heaviness and distension at the site of kidneys. Firstly urine appears to be colourless and later reddish."
782,,,,Unani,,,781,G-10.2,ورم الكلية بارد بلغمي,Waram al-Kulya Bārid Balghamī,Inflammation of kidney due to predominance of <em>Balgham</em> (phlegm). In this condition there is moderate fever and oedema.
783,,,,Unani,,,782,G-10.3,ورم الكلية صلب,Waram al-Kulya Ṣulb,"A chronic inflammation of kidneys. In this condition urine output is low followed by weakness of lower extremities, oedema, discolouration of skin, distension of abdomen and splenomegaly."
784,,,,Unani,,,783,G-11,دبيلة الكلية,Dubayla al-Kulya,"When the inflammation of kidneys get suppurated, there is severe heaviness at the site of kidneys. The condition is marked by fever with rigors and chills. Urine becomes viscous and precipitates appear. When abscess rupture, it leads to discharge of pus in urine which eventually leads to health. If it ruptures in the peritoneal cavity, bladder or intestines, it may be grave."
785,,,,Unani,,,784,G-12,قروح الكلية,Qurūḥ al-Kulya,"According to <em>Ibn Sīnā</em> ulcers of kidneys, can be due to injury, boils, passing of acute bilious saline humour, passing of calculus and abrasion caused by the detachment of hard viscous humour. In this condition patient feels pain without heaviness and distension at renal angle. There is appearance of pus, blood and dead tissues in urine. Excessive thirst, nausea, foul smelling urine indicates ulcers of kidneys."
